2.140000000000000000e+02,6.000000000000000000e+01
2.000000000000000000e+02,8.000000000000000000e+01
1.930000000000000000e+02,9.300000000000000000e+01
1.870000000000000000e+02,1.020000000000000000e+02
1.790000000000000000e+02,1.190000000000000000e+02
1.720000000000000000e+02,1.420000000000000000e+02
1.670000000000000000e+02,1.660000000000000000e+02
1.640000000000000000e+02,1.900000000000000000e+02
1.610000000000000000e+02,2.130000000000000000e+02
1.590000000000000000e+02,2.360000000000000000e+02
1.570000000000000000e+02,2.540000000000000000e+02
1.520000000000000000e+02,2.740000000000000000e+02
1.440000000000000000e+02,2.980000000000000000e+02
1.400000000000000000e+02,3.170000000000000000e+02
1.350000000000000000e+02,3.330000000000000000e+02
1.290000000000000000e+02,3.530000000000000000e+02
1.260000000000000000e+02,3.770000000000000000e+02
1.260000000000000000e+02,3.960000000000000000e+02
1.300000000000000000e+02,4.140000000000000000e+02
1.430000000000000000e+02,4.330000000000000000e+02
1.560000000000000000e+02,4.530000000000000000e+02
1.640000000000000000e+02,4.640000000000000000e+02
1.750000000000000000e+02,4.670000000000000000e+02
1.850000000000000000e+02,4.680000000000000000e+02
2.010000000000000000e+02,4.690000000000000000e+02
2.130000000000000000e+02,4.690000000000000000e+02
2.270000000000000000e+02,4.700000000000000000e+02
2.440000000000000000e+02,4.710000000000000000e+02
2.670000000000000000e+02,4.720000000000000000e+02
2.910000000000000000e+02,4.720000000000000000e+02
3.140000000000000000e+02,4.720000000000000000e+02
3.420000000000000000e+02,4.720000000000000000e+02
3.730000000000000000e+02,4.700000000000000000e+02
3.970000000000000000e+02,4.670000000000000000e+02
4.060000000000000000e+02,4.650000000000000000e+02
4.060000000000000000e+02,4.650000000000000000e+02
4.100000000000000000e+02,4.650000000000000000e+02
4.490000000000000000e+02,4.530000000000000000e+02
4.880000000000000000e+02,4.380000000000000000e+02
5.340000000000000000e+02,4.180000000000000000e+02
5.750000000000000000e+02,4.030000000000000000e+02
6.080000000000000000e+02,3.840000000000000000e+02
6.420000000000000000e+02,3.670000000000000000e+02
6.740000000000000000e+02,3.540000000000000000e+02
7.070000000000000000e+02,3.410000000000000000e+02
7.500000000000000000e+02,3.310000000000000000e+02
8.120000000000000000e+02,3.240000000000000000e+02
8.610000000000000000e+02,3.180000000000000000e+02
8.980000000000000000e+02,3.140000000000000000e+02
9.330000000000000000e+02,3.130000000000000000e+02
9.680000000000000000e+02,3.160000000000000000e+02
1.002000000000000000e+03,3.290000000000000000e+02
1.027000000000000000e+03,3.390000000000000000e+02
1.047000000000000000e+03,3.490000000000000000e+02
1.054000000000000000e+03,3.600000000000000000e+02
1.057000000000000000e+03,3.750000000000000000e+02
1.057000000000000000e+03,4.020000000000000000e+02
1.057000000000000000e+03,4.350000000000000000e+02
1.046000000000000000e+03,4.700000000000000000e+02
1.001000000000000000e+03,5.130000000000000000e+02
9.520000000000000000e+02,5.540000000000000000e+02
9.100000000000000000e+02,5.720000000000000000e+02
8.690000000000000000e+02,5.760000000000000000e+02
8.470000000000000000e+02,5.740000000000000000e+02
8.370000000000000000e+02,5.570000000000000000e+02
8.130000000000000000e+02,5.130000000000000000e+02
8.000000000000000000e+02,4.580000000000000000e+02
8.090000000000000000e+02,4.230000000000000000e+02
8.210000000000000000e+02,3.890000000000000000e+02
8.320000000000000000e+02,3.590000000000000000e+02
8.370000000000000000e+02,3.360000000000000000e+02
8.440000000000000000e+02,3.230000000000000000e+02
8.600000000000000000e+02,3.110000000000000000e+02
8.810000000000000000e+02,2.910000000000000000e+02
8.880000000000000000e+02,2.830000000000000000e+02
8.880000000000000000e+02,2.830000000000000000e+02
8.880000000000000000e+02,2.830000000000000000e+02
8.880000000000000000e+02,2.800000000000000000e+02
9.010000000000000000e+02,2.440000000000000000e+02
9.310000000000000000e+02,1.930000000000000000e+02
9.660000000000000000e+02,1.620000000000000000e+02
1.007000000000000000e+03,1.400000000000000000e+02
1.048000000000000000e+03,1.280000000000000000e+02
1.084000000000000000e+03,1.270000000000000000e+02
1.136000000000000000e+03,1.210000000000000000e+02
1.171000000000000000e+03,1.150000000000000000e+02
1.197000000000000000e+03,1.120000000000000000e+02
1.223000000000000000e+03,1.060000000000000000e+02
1.239000000000000000e+03,1.010000000000000000e+02
1.244000000000000000e+03,1.000000000000000000e+02
1.251000000000000000e+03,9.700000000000000000e+01
1.271000000000000000e+03,9.500000000000000000e+01
1.285000000000000000e+03,9.500000000000000000e+01
1.317000000000000000e+03,9.700000000000000000e+01
1.354000000000000000e+03,1.010000000000000000e+02
1.380000000000000000e+03,1.070000000000000000e+02
1.403000000000000000e+03,1.180000000000000000e+02
1.437000000000000000e+03,1.440000000000000000e+02
1.464000000000000000e+03,1.710000000000000000e+02
1.489000000000000000e+03,2.090000000000000000e+02
